codigo_do_programa;nome_do_programa;exclusao_logica_do_programa;indicador;exclusao_logica_do_indicador;unidade_de_medida;indice_de_referencia;em_apuracao?_(indice_de_referencia);data_de_apuracao;previsao_para_2022;em_apuracao?_(2022);previsao_para_2023;em_apuracao?_(2023);previsao_para_2024;em_apuracao?_(2024);previsao_para_2025;em_apuracao?_(2025);fonte;periodicidade;base_geografica;formula_de_calculo;justificativa_do_status_em_apuracao_da(s)_previsao(es)_do(s)_indice(s);justificativa_do_status_em_apuracao_do_indice_de_referencia;data_alteracao;indicador_novo?;polaridade
150;VIGILÂNCIA EM SAÚDE;False;PERCENTUAL DE ÓBITOS (0 A 4 ANOS) POR CAUSAS EVITÁVEIS;;%;59.70;;31/12/2020;58.00;;57.00;;56.50;;56.00;;SISTEMA DE INFORMAÇÃO SOBRE MORTALIDADE - SIM;Semestral;Estadual;NÚMERO DE ÓBITOS DE CRIANÇAS DE 0 A 4 ANOS POR CAUSAS EVITÁVEIS EM DETERMINADO LOCAL E PERÍODO / NÚMERO DE ÓBITOS DE CRIANÇAS DE 0 A QUATRO ANOS EM DETERMINADO LOCAL E PERÍODO X 100;;;03/11/2021 14:06:00;;MENOR
155;PROMOÇÃO DE DEFESA CIVIL;False;NÚMERO DE BOMBEIROS MILITARES POR 1.000 HABITANTES;;1/1.000;0.26;;15/09/2020;0.38;;0.38;;0.38;;0.38;;RECOMENDAÇÃO DA ONU;Anual;Estadual;(NÚMERO DE BOMBEIROS MILITARES / POPULAÇÃO RESIDENTE DO ESTADO DE MINAS GERAIS) * 1000;;;03/11/2021 14:06:00;;MAIOR
156;ASSISTÊNCIA FARMACÊUTICA;False;N° DE DISPENSAÇÕES REGISTRADAS NO SIGAF POR MÊS;;número absoluto;11540340.00;;30/04/2020;14374800.00;;15812280.00;;17393508.00;;19132858.00;;COORDENAÇÃO DE QUALIDADE E GESTÃO DA INFORMAÇÃO DA SUPERINTENDÊNCIA DE ASSISTÊNCIA FARMACÊUTICA - SIGAF;Mensal;Estadual;SOMATÓRIO DAS DISPENSAÇÕES REGISTRADAS.;;;03/11/2021 14:06:00;;MAIOR
157;POLÍTICA ESTADUAL DE ATENÇÃO HOSPITALAR;False;RESOLUBILIDADE NA ALTA COMPLEXIDADE HOSPITALAR (IGUAL) OU MAIOR A 80% EM 92,30% DAS REGIÕES DE SAÚDE AMPLIADAS ATÉ 2022);;%;54.00;;30/06/2019;92.30;;92.30;;92.30;;92.30;;DIRETORIA DE ATENÇÃO HOSPITALAR E DE URGÊNCIA E EMERGÊNCIA;Anual;Regional;NÚMERO DE REGIÕES DE SAÚDE AMPLIADA COM RESOLUBILIDADE >= 80% / TOTAL DE REGIÕES DE SAÚDE AMPLIADA (ALTA COMPLEXIDADE HOSPITALAR).;;;03/11/2021 14:06:00;;MAIOR
157;POLÍTICA ESTADUAL DE ATENÇÃO HOSPITALAR;False;RESOLUBILIDADE NA MÉDIA COMPLEXIDADE HOSPITALAR IGUAL OU MAIOR A 80% EM 85,7% DAS REGIÕES DE SAÚDE ATÉ 2022);;%;65.00;;30/06/2019;85.70;;85.70;;85.70;;85.70;;DIRETORIA DE ATENÇÃO HOSPITALAR E DE URGÊNCIA E EMERGÊNCIA;Anual;Regional;NÚMERO DE REGIÕES DE SAÚDE COM RESOLUBILIDADE >= A 80% / TOTAL DE REGIÕES DE SAÚDE (MÉDIA COMPLEXIDADE HOSPITALAR);;;03/11/2021 14:06:00;;MAIOR
157;POLÍTICA ESTADUAL DE ATENÇÃO HOSPITALAR;False;RESOLUBILIDADE MACRORREGIONAL DO ESTADO;;%;;Em Apuração;;91.50;;91.58;;91.65;;91.65;;DIRETORIA DE REGIONALIZAÇÃO E ESTUDOS ASSISTENCIAIS;Anual;Estadual;SOMATÓRIO DAS INTERNAÇÕES HOSPITALARES DOS RESIDENTES DE CADA MACRORREGIÃO, COM OCORRÊNCIA NA PRÓPRIA MACRORREGIÃO  *100 / TOTAL DE INTERNAÇÕES DOS RESIDENTES DE MG COM OCORRÊNCIA NO ESTADO.;;;03/11/2021 14:06:00;;MAIOR
158;ATENÇÃO SECUNDÁRIA E TERCIÁRIA À SAÚDE;False;TAXA DE MORTALIDADE INFANTIL;;1/1.000;11.43;;31/12/2017;11.06;;11.00;;11.00;;11.00;;SISTEMA DE INFORMAÇÕES SOBRE MORTALIDADE (SIM) E SISTEMA DE INFORMAÇÕES SOBRE NASCIDOS VIVOS (SINASC);Anual;Estadual;(NÚMERO DE ÓBITOS DE RESIDENTES COM MENOS DE 1 ANO DE IDADE / NÚMERO DE NASCIDOS VIVOS DE MÃES RESIDENTES) * 1.000;;;03/11/2021 14:06:00;;MENOR
159;ATENÇÃO  PRIMÁRIA À SAÚDE;False;PERCENTUAL DE INTERNAÇÕES POR CONDIÇÕES SENSÍVEIS A ATENÇÃO PRIMÁRIA - ICSAP (CLÁSSICO);;Percentual;29.65;;31/12/2018;27.40;;26.90;;26.40;;26.40;;SIH / SUS;Anual;Estadual;NÚMERO DE INTERNAÇÕES POR CONDIÇÕES SENSÍVEIS À ATENÇÃO PRIMÁRIA EM DETERMINADO LOCAL E PERÍODO (RECORTE DE CIDS DA PORTARIA 221/2008 DO MS) / TOTAL DE INTERNAÇÕES CLÍNICAS EM DETERMINADO LOCAL E PERÍODO FATOR DE MULTIPLICAÇÃO: 100;;;03/11/2021 14:06:00;;MENOR
159;ATENÇÃO  PRIMÁRIA À SAÚDE;False;PERCENTUAL DE INTERNAÇÕES POR CONDIÇÕES SENSÍVEIS À ATENÇÃO PRIMÁRIA (COMPLETO - PORTARIA MS Nº 221/2008);;%;37.83;;31/12/2019;37.45;;37.25;;37.00;;37.00;;SIH/SUS;Semestral;Estadual;Nº DE INTERNAÇÕES POR CAUSAS SENSÍVEIS A ATENÇÃO BÁSICA CONFORME DEFINIDO NA PORARIA MS Nº 221/2008, EM DETERMINADO LOCAL E PERÍODO / TOTAL DE INTERNAÇÕES CLÍNICAS, EM DETERMINADO LOCAL E PERÍODO;;;03/11/2021 14:06:00;;MENOR
161;GESTÃO DA CIDADE ADMINISTRATIVA;False;ÍNDICE DE SOLICITAÇÕES DE TIC RESOLVIDAS NO PRAZO;;%;95.00;;30/06/2021;95.00;;96.00;;96.00;;96.00;;SOLUÇÃO INFORMATIZADA DE ATENDIMENTO (SDM);Anual;Estadual;(CHAMADOS SOLUCIONADOS NO PRAZO/TOTAL DE CHAMADOS ABERTOS)*100;;;03/11/2021 14:06:00;;MAIOR
161;GESTÃO DA CIDADE ADMINISTRATIVA;False;ÍNDICE DE DISPONIBILIDADE DE ELEVADORES NA CIDADE ADMINISTRATIVA;;%;99.99;;30/04/2021;97.00;;97.25;;97.50;;97.75;;RELATÓRIO TÉCNICO MENSAL DISPONIBILIZADO PELA EMPRESA DE MANUTENÇÃO DOS ELEVADORES;Anual;Estadual;SOMATÓRIO DISPONIBILIDADE DOS ELEVADORES/&#8721,QUANTIDADE DE ELEVADORES;;;03/11/2021 14:06:00;;MAIOR
161;GESTÃO DA CIDADE ADMINISTRATIVA;False;ÍNDICE DE QUALIDADE DOS SERVIÇOS PRESTADOS DE LIMPEZA, E SEUS ASPECTOS TÉCNICOS E DE SEGURANÇA;;Nota;9.97;;31/12/2019;9.00;;9.25;;9.25;;9.45;;SOLUÇÃO INFORMATIZADA DE FISCALIZAÇÃO (FISCWEB/MG);Anual;Estadual;APLICAÇÃO DE QUESTIONÁRIOS ESPECÍFICOS PARA AVALIAR OS SERVIÇOS PRESTADOS NAS DIFERENTES ÁREAS DA CIDADE ADMINISTRATIVA, CONFORME PREVISTO EM CONTRATO. A NOTA PODE VARIAR DE 8,75 A 10,00.FÓRMULA: &#8721, NOTAS OBTIDAS / NÚMERO DE QUESTIONÁRIOS APLICADOS;;;03/11/2021 14:06:00;;MAIOR
162;FERROVIAS MINEIRAS;False;MALHA FERROVIÁRIA ASSUMIDA OU SOB GESTÃO DO ESTADO;;km;;Em Apuração;;;Em Apuração;50.00;;60.00;;20.00;;MALHA FERROVIÁRIA ASSUMIDA OU SOB GESTÃO DO ESTADO;Anual;Estadual;SOMA DOS KM DE MALHA FERROVIÁRIA RECUPERADA ASSUMIDA OU SOB GESTÃO DO ESTADO.;;;03/11/2021 14:06:00;;MAIOR
706;PRESTAÇÃO JURISDICIONAL;False;TAXA DE CONGESTIONAMENTO;;%;67.48;;31/12/2018;72.58;;72.45;;72.52;;72.59;;CENTRO DE INFORMAÇÕES PARA GESTÃO INSTITUCIONAL;Anual;Estadual;TXC=CASOS PENDENTES / ((BAIXADOS EM 12 MESES) + CASOS PENDENTES);;;03/11/2021 14:06:00;;MENOR
711;REPRESENTAÇÃO JURÍDICA DO ESTADO E ENTIDADES;False;INTIMAÇÕES ELETRÔNICAS RECEBIDAS NA AGE;;UNIDADE;180000.00;;30/08/2019;600000.00;;600000.00;;600000.00;;600000.00;;SISTEMA TRIBUNUS;Anual;Estadual;SOMATÓRIO DOS AVISOS ELETRÔNICOS RECEBIDOS;;;03/11/2021 14:06:00;;MAIOR
711;REPRESENTAÇÃO JURÍDICA DO ESTADO E ENTIDADES;False;PARECERES E NOTAS JURÍDICAS EMITIDAS;;UNIDADE;179.00;;30/06/2018;183.00;;183.00;;183.00;;183.00;;CONSULTORIA JURÍDICA;Anual;Estadual;SOMA DE PARECERES E NOTAS JURÍDICAS EMITIDAS;;;03/11/2021 14:06:00;;MAIOR
711;REPRESENTAÇÃO JURÍDICA DO ESTADO E ENTIDADES;False;CERTIDÃO DÍVIDA ATIVA TRIBUTÁRIA OU NÃO-TRIBUTÁRIA AJUIZADA;;UNIDADE;3495.00;;30/04/2019;3495.00;;3495.00;;3495.00;;3495.00;;ASPLAN;Anual;Estadual;SOMA DE CERTIDÕES AJUIZADAS;;;03/11/2021 14:06:00;;MAIOR
711;REPRESENTAÇÃO JURÍDICA DO ESTADO E ENTIDADES;False;CERTIDÕES DE DÍVIDA ATIVA TRIBUTÁRIA OU NÃO-TRIBUTÁRIA PROTESTADAS EXTRAJUDICIALMENTE;;UNIDADE;403641.00;;30/04/2019;110000.00;;110000.00;;110000.00;;110000.00;;ASPLAN;Anual;Estadual;SOMA DAS CERTIDÕES PROTESTADAS EXTRAJUDICIALMENTE;;;03/11/2021 14:06:00;;MAIOR
711;REPRESENTAÇÃO JURÍDICA DO ESTADO E ENTIDADES;False;PROCESSOS DE TECNOLOGIA DE INFORMAÇÃO IMPLANTADOS, MELHORADOS E/OU EXPANDIDOS;;Módulo de sistema informatizado implementado;5.00;;09/08/2017;24.00;;24.00;;24.00;;;;ASPLAN;Anual;Estadual;SOMA DOS MÓDULOS E/OU PROCESSOS IMPLANTADOS, MELHORADOS, EXPANDIDOS OU EXECUTADOS DE SERVIÇOS CONTINUOS DE T. I. C. (HOSPEDAGEM DE SISTEMAS, COMUNICAÇÃO CORPORATIVA  E-MAIL, CERTIFICAÇÃO DIGITAL, INTEGRAÇÃO COM A REDE IP, CONEXÃO À INTERNET) BEM COMO MANUTENÇÃO EVOLUTIVA NO SISTEMA TRIBUNUS;;;25/08/2021 10:29:00;;MAIOR
726;ACESSO À JUSTIÇA;False;NÚMERO DE DEFENSORES PÚBLICOS POR 100.000 HABITANTES;;Defensores por 100 mil habitantes;3.07;;31/12/2020;3.12;;3.10;;3.09;;3.08;;DEFENSORIA PÚBLICA DO ESTADO DE MINAS GERAIS;Anual;Estadual;(NÚMERO DE DEFENSORES PÚBLICOS/POPULAÇÃO DO ESTADO DE MINAS GERAIS)*100.000;;;03/11/2021 14:06:00;;MAIOR
726;ACESSO À JUSTIÇA;False;NÚMERO DE PRESTAÇÕES JURÍDICAS POR 100.000 HABITANTES;;prestação jurídica por 100 mil habitantes;9281.11;;31/12/2020;10293.93;;10243.27;;10195.78;;10151.58;;DEFENSORIA PÚBLICA DO ESTADO DE  MINAS GERAIS;Anual;Estadual;(NÚMERO DE PRESTAÇÕES JURÍDICAS/POPULAÇÃO DO ESTADO DE MINAS GERAIS)*100.000.;;;03/11/2021 14:06:00;;MAIOR
726;ACESSO À JUSTIÇA;False;PERCENTUAL DE COMARCAS QUE CONTAM COM A PRESENÇA DA DEFENSORIA PÚBLICA;;%;36.70;;31/12/2020;36.70;;36.70;;36.70;;36.70;;DEFENSORIA PÚBLICA DO ESTADO DE MINAS GERAIS;Anual;Estadual;(NÚMERO DE COMARCAS QUE CONTAM COM A PRESENÇA DA DEFENSORIA PÚBLICA/NÚMERO DE COMARCAS EXISTENTES NO ESTADO DE MINAS GERAIS)*100;;;03/11/2021 14:06:00;;MAIOR
726;ACESSO À JUSTIÇA;False;PERCENTUAL DE COMARCAS QUE SE ENCONTRAM TOTALMENTE PROVIDAS DE DEFENSORES PÚBLICOS;;%;9.09;;31/12/2020;9.09;;9.09;;9.09;;9.09;;DEFENSORIA PÚBICA DO ESTADO DE MINAS GERAIS;Anual;Estadual;(SOMATÓRIO DE COMARCAS TOTALMENTE PROVIDAS DE DEFENSORES PÚBLICOS/TOTAL DE COMARCAS DO ESTADO DE MINAS GERAIS)*100;;;03/11/2021 14:06:00;;MAIOR
746;CONTROLE EXTERNO DA GESTÃO DOS RECURSOS PÚBLICOS;False;INDICE DE DELIBERAÇÃO DE PROCESSOS DE ATOS DE PESSOAL AUTUADOS NOS 5 (CINCO)  ÚLTIMOS EXERCÍCIOS;;%;98.70;;20/12/2020;70.00;;75.00;;75.00;;75.00;;TRIBUNAL DE CONTAS DO ESTADO DE MINAS GERAIS;Anual;Estadual;[NÚMERO DE PROCESSOS DELIBERADOS NO ANO CORRENTE, DAS NATUREZAS ATOS DE PESSOAL,  QUE FORAM AUTUADOS NOS 5 (CINCO) ÚLTIMOS EXERCÍCIOS, INCLUINDO O CORRENTE] / [NÚMERO TOTAL DE PROCESSOS AUTUADOS NO EXERCÍCIO ANTERIOR, DAS NATUREZAS ATOS DE PESSOAL] X 100 (CEM).;;;03/11/2021 14:06:00;;MAIOR
746;CONTROLE EXTERNO DA GESTÃO DOS RECURSOS PÚBLICOS;False;ÍNDICE DE DELIBERAÇÃO DE PROCESSOS DAS DEMAIS NATUREZAS CUJOS FATOS (ANO DE REFERÊNCIA) TENHAM OCORRIDO NOS ÚLTIMOS 3 (TRÊS) EXERCÍCIOS;;%;73.30;;20/12/2020;60.00;;60.00;;60.00;;60.00;;TRIBUNAL DE CONTAS DO ESTADO DE MINAS GERAIS;Anual;Estadual;[NÚMERO DE PROCESSOS DELIBERADOS NO ANO CORRENTE, EXCETUADOS OS PROCESSOS DAS NATUREZAS ATOS DE PESSOAL,  CUJOS FATOS (ANO DE REFERÊNCIA)  TENHAM OCORRIDO NOS 3 (TRÊS) ÚLTIMOS EXERCÍCIOS, INCLUINDO  O CORRENTE] / [NÚMERO TOTAL DE PROCESSOS AUTUADOS NO ANO CORRENTE CUJOS FATOS (ANO DE REFERÊNCIA) TENHAM OCORRIDO NOS 3 (TRÊS) ÚLTIMOS EXERCÍCIOS, INCLUINDO O CORRENTE, EXCETUADOS OS PROCESSOS DAS NATUREZAS ATOS DE PESSOAL] X 100.;;;03/11/2021 14:06:00;;MAIOR
746;CONTROLE EXTERNO DA GESTÃO DOS RECURSOS PÚBLICOS;False;ÍNDICE DE CUMPRIMENTO DO PLANO ANUAL DE FISCALIZAÇÃO.;;%;91.00;;20/12/2020;80.00;;80.00;;80.00;;80.00;;SUPERINTENDÊNCIA DE CONTROLE EXTERNO;Anual;Estadual;[NÚMERO DE AÇÕES DO PLANO ANUAL DE FISCALIZAÇÃO REALIZADAS] / [TOTAL DE AÇÕES PROGRAMADAS NO PLANO ANUAL DE FISCALIZAÇÃO] X 100.;;;03/11/2021 14:06:00;;MAIOR
746;CONTROLE EXTERNO DA GESTÃO DOS RECURSOS PÚBLICOS;False;ÌNDICE DE PROCESSOS DE AUDITORIAS DELIBERADOS NO PRAZO DE 360 DIAS DA AUTUAÇÃO;;%;5.90;;20/12/2020;40.00;;45.00;;50.00;;50.00;;TRIBUNAL DE CONTAS DO ESTADO DE MINAS GERAIS;Anual;Estadual;[NÚMERO DE PROCESSOS DE AUDITORIAS DELIBERADOS NO PRAZO DE 360 DIAS DA AUTUAÇÃO / TOTAL DE PROCESSOS DE AUDITORIAS AUTUADOS NO ANO CORRENTE] X 100;;;03/11/2021 14:06:00;;MAIOR
746;CONTROLE EXTERNO DA GESTÃO DOS RECURSOS PÚBLICOS;False;PERCENTUAL DE MACRORREGIÕES DO ESTADO ALCANÇADAS PELA FISCALIZAÇÃO DO TRIBUNAL;;%;100.00;;20/12/2020;100.00;;100.00;;100.00;;100.00;;TRIBUNAL DE CONTAS DO ESTADO DE MINAS GERAIS;Anual;Estadual;[TOTAL DE MACRORREGIÕES DO ESTADO ALCANÇADAS PELAS AÇÕES DE FISCALIZAÇÃO / NÚMERO DE MACRORREGIÕES DO ESTADO] X 100;;;03/11/2021 14:06:00;;MAIOR
746;CONTROLE EXTERNO DA GESTÃO DOS RECURSOS PÚBLICOS;False;INDICE DE AÇÕES DE FISCALIZAÇÃO PREVISTAS NO PLANO ANUAL DE FISCALIZAÇÃO - PAF ALINHADAS AOS OBJETIVOS DE DESENVOLVIMENTO SUSTENTÁVEL -  ODS;;%;;Em Apuração;;80.00;;85.00;;90.00;;90.00;;TRIBUNAL DE CONTAS DO ESTADO DE MINAS GERAIS;Anual;Estadual;[NÚMERO DE AÇÕES DE FISCALIZAÇÃO PREVISTAS NO PLANO ANUAL DE FISCALIZAÇÃO-PAF, ALINHADAS AOS OBJETIVOS DE DESENVOLVIMENTO SUSTENTÁVEL-ODS / NÚMERO DE AÇÕES DE FISCALIZAÇÃO PREVISTAS NO PLANO ANUAL DE FISCALIZAÇÃO-PAF] X 100;;;03/11/2021 14:06:00;;MAIOR
760;CAPACITAÇÃO E ORIENTAÇÃO PARA MELHORAR A GESTÃO DOS RECURSOS PÚBLICOS;False;ÍNDICE DE MUNICÍPIOS DO ESTADO DE MINAS GERAIS ABRANGIDOS PELAS AÇÕES DE CAPACITAÇÃO REALIZADAS PELO TRIBUNAL.;;%;81.00;;19/12/2020;75.00;;75.00;;75.00;;75.00;;ESCOLA DE CONTAS PROFESSOR PEDRO ALEIXO;Semestral;Estadual;[NÚMERO DE MUNICÍPIOS DO ESTADO DE MINAS GERAIS ABRANGIDOS PELAS AÇÕES DE CAPACITAÇÃO / TOTAL DE MUNICÍPIOS DO ESTADO DE MINAS GERAIS] X 100.;;;03/11/2021 14:06:00;;MAIOR
760;CAPACITAÇÃO E ORIENTAÇÃO PARA MELHORAR A GESTÃO DOS RECURSOS PÚBLICOS;False;NÚMERO DE HORAS DE CAPACITAÇÃO DE OITENTA POR CENTO DOS ANALISTAS DE CONTROLE EXTERNO QUE EXERÇAM ATIVIDADE DE FISCALIZAÇÃO;;Hora;59.00;;19/12/2020;45.00;;50.00;;50.00;;50.00;;ESCOLA DE CONTAS PROFESSOR PEDRO ALEIXO;Semestral;Estadual;[NÚMERO DE HORAS DE CAPACITAÇÃO DE 80% DOS ANALISTAS DE CONTROLE EXTERNO IGUAL OU SUPERIOR À META ESTABELECIDA].;;;03/11/2021 14:06:00;;MAIOR
760;CAPACITAÇÃO E ORIENTAÇÃO PARA MELHORAR A GESTÃO DOS RECURSOS PÚBLICOS;False;ESTUDOS E PESQUISAS FORMALIZADOS;;UNIDADE;3.00;;19/12/2020;3.00;;3.00;;3.00;;3.00;;ESCOLA DE CONTAS PROFESSOR PEDRO ALEIXO;Semestral;Estadual;NÚMERO DE ESTUDOS E PESQUISAS DEVIDAMENTE FORMALIZADOS DE ACORDO COM OS CRITÉRIOS DEFINIDOS POR PORTARIA DA PRESIDÊNCIA.;;;03/11/2021 14:06:00;;MAIOR
760;CAPACITAÇÃO E ORIENTAÇÃO PARA MELHORAR A GESTÃO DOS RECURSOS PÚBLICOS;False;NÚMERO DE ALUNOS CERTIFICADOS EM TÍTULO DE PÓS-GRADUAÇÃO REALIZADA PELA ESCOLA DE CONTAS;;Pessoa;80.00;;30/07/2021;90.00;;90.00;;90.00;;90.00;;ESCOLA DE CONTAS PROFESSOR PEDRO ALEIXO;Anual;Estadual;NÚMERO DE ALUNOS CERTIFICADOS COM TÍTULO DE PÓS-GRADUAÇÃO REALIZADA PELA ESCOLA DE CONTAS;;;03/11/2021 14:06:00;;MAIOR
760;CAPACITAÇÃO E ORIENTAÇÃO PARA MELHORAR A GESTÃO DOS RECURSOS PÚBLICOS;False;NÚMERO DE PESSOAS CAPACITADAS EM ATIVIDADES NA MODALIDADE EAD PRODUZIADAS PELA ESCOLA;;pessoas capacitadas;;Em Apuração;;1200.00;;1200.00;;1200.00;;1200.00;;ESCOLA DE CONTAS E CAPACITAÇÃO PEDRO ALEIXO;Anual;Estadual;NÚMERO DE PESSOAS CAPACITADAS;;;03/11/2021 14:06:00;;MAIOR
